Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Saves/90,SoTA/90,IsPrem,Cluster,GA90_scaled,Save%_scaled,CS%_scaled,Saves/90_scaled,SoTA/90_scaled,PCA1,PCA2
Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,29.0,1997.0,29,29,2610,29.0,0,0,0,0,0,0,3,0,0.0,56.0,eng ENG,GK,eng Premier League,29-005,1997.0,29.0,29.0,2610.0,29.0,35.0,1.21,115.0,84.0,73.0,10.0,8.0,11.0,10.0,34.5,5.0,4.0,1.0,0.0,1082,eng ENG,GK,eng Premier League,29-005,1997.0,29.0,0,0,0,,0.0,0.0,,,0,0,1353,eng ENG,GK,eng Premier League,29-005,1997.0,29,2610,90,96.7,29.0,29,90.0,29,0,,0,1.31,33,35,-2,-0.07,-0.07,1082,eng ENG,GK,eng Premier League,29-005,1997.0,29.0,3,0,0,1,5,0,0,1,0,0,2.896551724137931,3.9655172413793105,True,0,-0.4589023412755691,0.61856957930138,0.49583217391007944,0.16180169999684865,-0.08622118176274218,-0.6546182077759933,0.6619505096027434
Mads Hermansen,dk DEN,GK,West Ham United,eng Premier League,25.0,2000.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,57.0,dk DEN,GK,eng Premier League,25-249,2000.0,10.0,10.0,900.0,10.0,18.0,1.8,50.0,32.0,64.0,3.0,3.0,4.0,4.0,40.0,0.0,0.0,0.0,0.0,1089,dk DEN,GK,eng Premier League,25-249,2000.0,10.0,0,0,0,,0.0,0.0,,,0,0,1361,dk DEN,GK,eng Premier League,25-249,2000.0,10,900,90,33.3,10.0,10,90.0,10,0,,20,1.2,11,18,-7,-0.7,-0.1,1089,dk DEN,GK,eng Premier League,25-249,2000.0,10.0,0,0,0,0,1,0,0,0,0,0,3.2,5.0,True,0,1.1070454976636237,-0.8266864471037121,0.8952283303988657,0.6948838257070391,1.269723638440895,1.3024299061126945,0.2507872878271999
John,br BRA,GK,Nottingham Forest,eng Premier League,30.0,1996.0,5,5,437,4.9,0,0,0,0,0,0,1,0,0.0,63.0,br BRA,GK,eng Premier League,30-032,1996.0,5.0,5.0,437.0,4.9,8.0,1.65,13.0,6.0,46.2,1.0,0.0,4.0,1.0,20.0,1.0,1.0,0.0,0.0,1211,br BRA,GK,eng Premier League,30-032,1996.0,4.9,0,0,0,,0.0,0.0,,,0,0,1503,br BRA,GK,eng Premier League,30-032,1996.0,5,437,87,16.2,4.9,5,87.0,4,0,,12,0.6,5,8,-3,-0.62,-0.14,1211,br BRA,GK,eng Premier League,30-032,1996.0,4.9,1,0,0,0,0,0,0,0,0,0,1.2244897959183672,2.6530612244897958,True,1,0.7089231657299303,-3.685081699327116,-0.5571213295603572,-2.7755896049368527,-1.8065185216809627,-0.1890975778403557,-4.97610381252558
Sam Johnstone,eng ENG,GK,Wolves,eng Premier League,32.0,1993.0,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,65.0,eng ENG,GK,eng Premier League,32-357,1993.0,12.0,12.0,1080.0,12.0,24.0,2.0,62.0,39.0,62.9,0.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,1216,eng ENG,GK,eng Premier League,32-357,1993.0,12.0,0,0,0,,0.0,0.0,,,0,0,1508,eng ENG,GK,eng Premier League,32-357,1993.0,12,1080,90,38.7,12.0,12,90.0,12,0,,18,0.17,6,24,-18,-1.5,-0.87,1216,eng ENG,GK,eng Premier League,32-357,1993.0,12.0,0,0,0,0,0,0,0,0,1,1,3.25,5.166666666666667,True,1,1.6378752735752142,-1.0033288503310014,-2.0094709895195804,0.7827212214206497,1.4881814150292592,3.1912003370737825,-0.379576034081353
Filip Jørgensen,dk DEN,GK,Chelsea,eng Premier League,23.0,2002.0,3,2,264,2.9,0,0,0,0,0,0,0,0,0.0,67.0,dk DEN,GK,eng Premier League,23-335,2002.0,3.0,2.0,264.0,2.9,4.0,1.36,10.0,6.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234,dk DEN,GK,eng Premier League,23-335,2002.0,2.9,0,0,0,,0.0,0.0,,,0,0,1532,dk DEN,GK,eng Premier League,23-335,2002.0,3,264,88,9.8,2.9,2,90.0,2,1,84.0,21,1.33,6,4,2,0.68,0.09,1234,dk DEN,GK,eng Premier League,23-335,2002.0,2.9,0,0,0,0,0,0,0,1,0,0,2.0689655172413794,3.4482758620689657,True,1,-0.060780009341875746,-1.4690224588393086,-2.0094709895195804,-1.2920586428491243,-0.7641935918645607,0.5165597929602975,-2.3579821209281526
Caoimhín Kelleher,ie IRL,GK,Brentford,eng Premier League,27.0,1998.0,29,29,2610,29.0,0,0,0,0,0,0,1,0,0.0,69.0,ie IRL,GK,eng Premier League,27-114,1998.0,29.0,29.0,2610.0,29.0,39.0,1.34,105.0,73.0,66.7,12.0,6.0,11.0,7.0,24.1,7.0,4.0,3.0,0.0,1282,ie IRL,GK,eng Premier League,27-114,1998.0,29.0,0,0,0,,0.0,0.0,,,0,0,1591,ie IRL,GK,eng Premier League,27-114,1998.0,29,2610,90,96.7,29.0,29,90.0,29,0,,0,1.45,42,39,3,0.1,-0.9,1282,ie IRL,GK,eng Premier League,27-114,1998.0,29.0,1,0,0,2,6,0,0,1,0,0,2.5172413793103448,3.6206896551724137,True,0,-0.11386298693303486,-0.393109639182184,-0.2593896492687164,-0.5045509571408893,-0.5382027884972883,-0.27700483604112225,-0.7736462671113628
Senne Lammens,be BEL,GK,Manchester Utd,eng Premier League,23.0,2002.0,24,24,2160,24.0,0,0,0,0,0,0,0,0,0.0,74.0,be BEL,GK,eng Premier League,23-253,2002.0,24.0,24.0,2160.0,24.0,30.0,1.25,81.0,54.0,66.7,13.0,8.0,3.0,5.0,20.8,3.0,3.0,0.0,0.0,1380,be BEL,GK,eng Premier League,23-253,2002.0,24.0,0,0,0,,0.0,0.0,,,0,0,1722,be BEL,GK,eng Premier League,23-253,2002.0,24,2160,90,80.0,24.0,24,90.0,24,0,,3,1.96,47,30,17,0.71,1.37,1380,be BEL,GK,eng Premier League,23-253,2002.0,24.0,0,0,0,0,2,0,0,0,1,0,2.25,3.375,True,2,-0.35273638609325086,-0.393109639182184,-0.4990273431619882,-0.974026692851568,-0.860239683295652,-0.6214890449239331,-1.1634249386991986
Bernd Leno,de GER,GK,Fulham,eng Premier League,34.0,1992.0,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,76.0,de GER,GK,eng Premier League,34-013,1992.0,30.0,30.0,2700.0,30.0,43.0,1.43,113.0,73.0,64.6,12.0,5.0,13.0,6.0,20.0,4.0,3.0,0.0,1.0,1415,de GER,GK,eng Premier League,34-013,1992.0,30.0,0,0,0,,0.0,0.0,,,0,0,1769,de GER,GK,eng Premier League,34-013,1992.0,30,2700,90,100.0,30.0,30,90.0,30,0,,0,1.37,40,43,-3,-0.1,,1415,de GER,GK,eng Premier League,34-013,1992.0,30.0,3,0,0,0,4,0,0,1,1,1,2.433333333333333,3.7666666666666666,True,1,0.12501041222718057,-0.7303360453433735,-0.5571213295603572,-0.6519562419016618,-0.3468639083129972,0.14030183474776955,-1.1218346144110862
Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,25.0,2000.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,83.0,ge GEO,GK,eng Premier League,25-169,2000.0,5.0,5.0,450.0,5.0,10.0,2.0,24.0,16.0,62.5,1.0,0.0,4.0,1.0,20.0,2.0,1.0,1.0,0.0,1539,ge GEO,GK,eng Premier League,25-169,2000.0,5.0,0,0,0,,0.0,0.0,,,0,0,1923,ge GEO,GK,eng Premier League,25-169,2000.0,5,450,90,16.7,5.0,5,90.0,5,0,,25,0.6,6,10,-4,-0.8,-1.32,1539,ge GEO,GK,eng Premier League,25-169,2000.0,5.0,0,0,0,1,1,0,0,0,0,0,3.2,4.8,True,1,1.6378752735752142,-1.0675624515045607,-0.5571213295603572,0.6948838257070391,1.0075743065348581,2.228173713889857,-0.3820712102467076
Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33.0,1992.0,26,26,2295,25.5,0,0,0,0,0,0,2,0,0.0,84.0,ar ARG,GK,eng Premier League,33-196,1992.0,26.0,26.0,2295.0,25.5,29.0,1.14,103.0,75.0,71.8,13.0,5.0,8.0,7.0,26.9,1.0,0.0,1.0,0.0,1582,ar ARG,GK,eng Premier League,33-196,1992.0,25.5,0,0,0,,0.0,0.0,,,0,0,1983,ar ARG,GK,eng Premier League,33-196,1992.0,26,2295,88,85.0,25.5,26,88.0,25,0,,0,1.69,33,29,4,0.16,0.38,1582,ar ARG,GK,eng Premier League,33-196,1992.0,25.5,2,0,0,0,15,0,0,0,0,0,2.9411764705882355,4.03921568627451,True,0,-0.6446927628446261,0.42586877578070065,-0.05606069687442538,0.24019613024834754,0.01037880869620937,-0.3546510450623467,0.5622642493979506
Stefan Ortega,de GER,GK,Nottingham Forest,eng Premier League,33.0,1992.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,101.0,de GER,GK,eng Premier League,33-131,1992.0,3.0,3.0,270.0,3.0,4.0,1.33,12.0,8.0,66.7,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,1915,de GER,GK,eng Premier League,33-131,1992.0,3.0,0,0,0,,0.0,0.0,,,0,0,2404,de GER,GK,eng Premier League,33-131,1992.0,3,270,90,10.0,3.0,3,90.0,3,0,,0,0.33,1,4,-3,-1.0,-0.56,1915,de GER,GK,eng Premier League,33-131,1992.0,3.0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,4.0,True,0,-0.14040447572861442,-0.393109639182184,0.4086911943125259,-0.2420483952381442,-0.04102302108928781,-0.2667739835845106,-0.3098196778224203
Lucas Perri,br BRA,GK,Leeds United,eng Premier League,28.0,1997.0,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,109.0,br BRA,GK,eng Premier League,28-097,1997.0,16.0,16.0,1440.0,16.0,29.0,1.81,63.0,38.0,60.3,4.0,6.0,6.0,3.0,18.8,4.0,4.0,0.0,0.0,2004,br BRA,GK,eng Premier League,28-097,1997.0,16.0,0,0,0,,0.0,0.0,,,0,0,2515,br BRA,GK,eng Premier League,28-097,1997.0,16,1440,90,53.3,16.0,16,90.0,16,0,,10,1.13,23,29,-6,-0.37,-0.02,2004,br BRA,GK,eng Premier League,28-097,1997.0,16.0,2,0,0,1,3,0,0,0,0,0,2.375,3.9375,True,1,1.1335869864592032,-1.4208472579591394,-0.6442623091579105,-0.7544332035675407,-0.12294468730992424,1.0068242252114494,-1.796686483798058
Đorđe Petrović,rs SRB,GK,Bournemouth,eng Premier League,26.0,1999.0,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,111.0,rs SRB,GK,eng Premier League,26-160,1999.0,30.0,30.0,2700.0,30.0,46.0,1.53,132.0,90.0,68.2,9.0,14.0,7.0,9.0,30.0,4.0,4.0,0.0,0.0,2010,rs SRB,GK,eng Premier League,26-160,1999.0,30.0,0,0,0,,0.0,0.0,,,0,0,2523,rs SRB,GK,eng Premier League,26-160,1999.0,30,2700,90,100.0,30.0,30,90.0,30,0,,0,1.37,44,46,-2,-0.07,,2010,rs SRB,GK,eng Premier League,26-160,1999.0,30.0,2,0,0,0,2,0,0,0,0,1,3.0,4.4,True,0,0.39042530018297616,-0.1522336347813353,0.1690535004192543,0.34353424285259526,0.4832756427227857,0.5430881319184229,0.22446265273008972
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,32.0,1994.0,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,112.0,eng ENG,GK,eng Premier League,32-010,1994.0,30.0,30.0,2700.0,30.0,35.0,1.17,113.0,81.0,70.8,12.0,7.0,11.0,10.0,33.3,3.0,2.0,1.0,0.0,2017,eng ENG,GK,eng Premier League,32-010,1994.0,30.0,0,0,0,,0.0,0.0,,,0,0,2532,eng ENG,GK,eng Premier League,32-010,1994.0,30,2700,90,100.0,30.0,30,90.0,30,0,,0,1.43,34,35,-1,-0.03,,2017,eng ENG,GK,eng Premier League,32-010,1994.0,30.0,2,0,0,0,6,0,0,0,1,0,2.7,3.7666666666666666,True,2,-0.5650682964578874,0.2652847728468015,0.4086911943125259,-0.1834901314290697,-0.3468639083129972,-0.8235267383991408,0.13918675954653772
Nick Pope,eng ENG,GK,Newcastle United,eng Premier League,33.0,1992.0,22,22,1966,21.8,0,0,0,0,0,0,1,0,0.0,114.0,eng ENG,GK,eng Premier League,33-332,1992.0,22.0,22.0,1966.0,21.8,32.0,1.46,97.0,67.0,69.1,8.0,4.0,10.0,7.0,31.8,2.0,2.0,0.0,0.0,2039,eng ENG,GK,eng Premier League,33-332,1992.0,21.8,0,1,1,100.0,0.05,0.05,0.0,0.0,0,0,2563,eng ENG,GK,eng Premier League,33-332,1992.0,22,1966,89,72.8,21.8,22,89.0,21,0,,3,1.27,30,32,-2,-0.09,-0.34,2039,eng ENG,GK,eng Premier League,33-332,1992.0,21.8,1,0,0,0,2,0,0,0,1,0,3.073394495412844,4.4495412844036695,True,0,0.20463487861391924,-0.0077080321408274505,0.2997649698155844,0.4724698695881709,0.5482117157637297,0.4163552549451792,0.48561357989238313
Aaron Ramsdale,eng ENG,GK,Newcastle United,eng Premier League,27.0,1998.0,9,8,734,8.2,0,0,0,0,0,0,1,0,0.0,119.0,eng ENG,GK,eng Premier League,27-307,1998.0,9.0,8.0,734.0,8.2,11.0,1.35,25.0,16.0,64.0,4.0,2.0,2.0,1.0,12.5,2.0,2.0,0.0,0.0,2077,eng ENG,GK,eng Premier League,27-307,1998.0,8.2,0,0,0,,0.0,0.0,,,0,0,2618,eng ENG,GK,eng Premier League,27-307,1998.0,9,734,82,27.2,8.2,8,90.0,8,1,14.0,21,1.56,13,11,2,0.25,0.34,2077,eng ENG,GK,eng Premier League,27-307,1998.0,8.2,1,0,0,0,0,0,0,0,0,0,1.9512195121951221,3.048780487804878,True,1,-0.08732149813745531,-0.8266864471037121,-1.1017524520450659,-1.498908691628023,-1.2878308191789738,-0.46561556990513003,-2.0852246378702195
David Raya,es ESP,GK,Arsenal,eng Premier League,30.0,1995.0,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,121.0,es ESP,GK,eng Premier League,30-183,1995.0,31.0,31.0,2790.0,31.0,22.0,0.71,72.0,49.0,69.4,21.0,7.0,3.0,15.0,48.4,0.0,0.0,0.0,0.0,2092,es ESP,GK,eng Premier League,30-183,1995.0,31.0,0,0,0,,0.0,0.0,,,0,0,2636,es ESP,GK,eng Premier League,30-183,1995.0,31,2790,90,100.0,31.0,31,90.0,31,0,,0,2.26,61,22,39,1.26,,2092,es ESP,GK,eng Premier League,30-183,1995.0,31.0,1,0,0,0,9,0,1,1,1,0,1.5806451612903225,2.3225806451612905,True,2,-1.785976781054546,0.04046716873934411,1.5052151875817392,-2.1499144096628107,-2.2396948370754006,-3.617594902896821,-1.4006050789754692
Robin Roefs,nl NED,GK,Sunderland,eng Premier League,23.0,2003.0,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.0,127.0,nl NED,GK,eng Premier League,23-059,2003.0,28.0,28.0,2520.0,28.0,34.0,1.21,115.0,84.0,72.2,9.0,10.0,9.0,8.0,28.6,3.0,2.0,1.0,0.0,2150,nl NED,GK,eng Premier League,23-059,2003.0,28.0,0,0,0,,0.0,0.0,,,0,0,2702,nl NED,GK,eng Premier League,23-059,2003.0,28,2520,90,93.3,28.0,28,90.0,28,0,,0,1.32,29,34,-5,-0.18,-0.18,2150,nl NED,GK,eng Premier League,23-059,2003.0,28.0,3,0,0,0,11,0,0,0,0,0,3.0,4.107142857142857,True,0,-0.4589023412755691,0.49010237695426123,0.06738902422210878,0.34353424285259526,0.09941412100323127,-0.25027632410659395,0.6783019232183668
José Sá,pt POR,GK,Wolves,eng Premier League,33.0,1993.0,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.0,132.0,pt POR,GK,eng Premier League,33-059,1993.0,19.0,19.0,1710.0,19.0,30.0,1.58,78.0,50.0,64.1,3.0,6.0,10.0,4.0,21.1,2.0,2.0,0.0,0.0,2195,pt POR,GK,eng Premier League,33-059,1993.0,19.0,0,0,0,,0.0,0.0,,,0,0,2757,pt POR,GK,eng Premier League,33-059,1993.0,19,1710,90,61.3,19.0,19,90.0,19,0,,11,0.79,18,30,-12,-0.63,0.87,2195,pt POR,GK,eng Premier League,33-059,1993.0,19.0,2,0,0,0,6,0,0,0,0,0,2.6315789473684212,4.105263157894737,True,1,0.523132744160874,-0.8106280468103231,-0.47724209826259983,-0.30368867293190566,0.09695031149283712,0.6913273803768873,-0.8799910707407845
Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,28.0,1997.0,28,28,2434,27.0,0,1,1,0,0,0,3,1,0.04,135.0,es ESP,GK,eng Premier League,28-119,1997.0,28.0,28.0,2434.0,27.0,33.0,1.22,107.0,74.0,70.1,12.0,8.0,8.0,9.0,32.1,1.0,1.0,0.0,0.0,2233,es ESP,GK,eng Premier League,28-119,1997.0,27.0,0,0,0,,0.0,0.0,,,0,0,2809,es ESP,GK,eng Premier League,28-119,1997.0,28,2434,87,90.1,27.0,28,87.0,27,0,,1,1.57,47,31,16,0.59,-0.09,2233,es ESP,GK,eng Premier League,28-119,1997.0,27.0,3,1,0,2,10,0,0,1,0,0,2.740740740740741,3.962962962962963,True,0,-0.43236085247998957,0.1528759707930717,0.3215502147149728,-0.11191892010686824,-0.08956919366447998,-0.5194791740193955,0.1555631068854197
Matz Sels,be BEL,GK,Nottingham Forest,eng Premier League,34.0,1992.0,23,22,1948,21.6,0,0,0,0,0,0,2,0,0.0,140.0,be BEL,GK,eng Premier League,34-019,1992.0,23.0,22.0,1948.0,21.6,31.0,1.43,90.0,63.0,70.0,6.0,7.0,9.0,5.0,22.7,4.0,4.0,0.0,0.0,2302,be BEL,GK,eng Premier League,34-019,1992.0,21.6,0,0,0,,0.0,0.0,,,0,0,2892,be BEL,GK,eng Premier League,34-019,1992.0,23,1948,85,72.1,21.6,22,88.0,21,1,13.0,3,1.09,22,31,-9,-0.42,0.3,2302,be BEL,GK,eng Premier League,34-019,1992.0,21.6,2,0,0,0,3,0,0,0,1,0,2.9166666666666665,4.166666666666666,True,0,0.12501041222718057,0.13681757049968268,-0.36105412546586213,0.1971385833299102,0.1774347554990752,0.36377632443494023,0.17762027930896993
James Trafford,eng ENG,GK,Manchester City,eng Premier League,23.0,2002.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,156.0,eng ENG,GK,eng Premier League,23-158,2002.0,3.0,3.0,270.0,3.0,4.0,1.33,14.0,11.0,78.6,1.0,0.0,2.0,1.0,33.3,1.0,1.0,0.0,0.0,2504,eng ENG,GK,eng Premier League,23-158,2002.0,3.0,0,0,0,,0.0,0.0,,,0,0,3157,eng ENG,GK,eng Premier League,23-158,2002.0,3,270,90,10.0,3.0,3,90.0,3,0,,27,1.0,5,4,1,0.33,-0.81,2504,eng ENG,GK,eng Premier League,23-158,2002.0,3.0,0,0,0,0,1,0,0,0,1,0,3.6666666666666665,4.666666666666667,True,0,-0.14040447572861442,1.5178399957312143,0.4086911943125259,1.5146995190340735,0.8328080852641677,0.24989959928196986,2.305736588686706
Hákon Valdimarsson,is ISL,GK,Brentford,eng Premier League,24.0,2001.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,161.0,is ISL,GK,eng Premier League,24-155,2001.0,1.0,1.0,90.0,1.0,3.0,3.0,4.0,1.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547,is ISL,GK,eng Premier League,24-155,2001.0,1.0,0,0,0,,0.0,0.0,,,0,0,3207,is ISL,GK,eng Premier League,24-155,2001.0,1,90,90,3.3,1.0,1,90.0,1,0,,29,3.0,4,3,1,1.0,0.9,2547,is ISL,GK,eng Premier League,24-155,2001.0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,True,1,4.292024153133168,-7.089462561525778,-2.0094709895195804,-3.16996158569184,-0.04102302108928781,4.2060267758733625,-7.868580995737416
Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,23.0,2002.0,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,165.0,nl NED,GK,eng Premier League,23-211,2002.0,30.0,30.0,2700.0,30.0,36.0,1.2,112.0,80.0,72.3,10.0,10.0,10.0,7.0,23.3,6.0,5.0,1.0,0.0,2587,nl NED,GK,eng Premier League,23-211,2002.0,30.0,0,0,0,,0.0,0.0,,,0,0,3254,nl NED,GK,eng Premier League,23-211,2002.0,30,2700,90,100.0,30.0,30,90.0,30,0,,0,1.33,39,36,3,0.1,,2587,nl NED,GK,eng Premier League,23-211,2002.0,30.0,3,0,0,2,2,0,0,0,1,1,2.6666666666666665,3.7333333333333334,True,0,-0.48544383007114866,0.5061607772476502,-0.3174836356670854,-0.2420483952381442,-0.3905554636306698,-0.5415052409190176,0.0935507377451832
Guglielmo Vicario,it ITA,GK,Tottenham Hotspur,eng Premier League,29.0,1996.0,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,166.0,it ITA,GK,eng Premier League,29-161,1996.0,30.0,30.0,2700.0,30.0,47.0,1.57,124.0,79.0,63.7,7.0,9.0,14.0,7.0,23.3,2.0,2.0,0.0,0.0,2594,it ITA,GK,eng Premier League,29-161,1996.0,30.0,0,0,0,,0.0,0.0,,,0,0,3262,it ITA,GK,eng Premier League,29-161,1996.0,30,2700,90,100.0,30.0,30,90.0,30,0,,0,1.0,40,47,-7,-0.23,,2594,it ITA,GK,eng Premier League,29-161,1996.0,30.0,1,0,0,0,3,0,0,0,1,0,2.6333333333333333,4.133333333333334,True,1,0.4965912553652944,-0.8748616479838813,-0.3174836356670854,-0.3006066590472179,0.13374320018140376,0.6381599970697853,-0.8714794630399414
