Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,22.0,2004.0,15,9,892,9.9,0,0,0,0,0,0,2,0,0.0,1293,uz UZB,DF,eng Premier League,22-016,2004.0,9.9,0,2,0,0.0,0.2,0.0,0.0,,0,0,1604,uz UZB,DF,eng Premier League,22-016,2004.0,15,892,59,33.0,9.9,9,81.0,6,6,27.0,9,1.8,12,8,4,0.4,-0.99,1293,uz UZB,DF,eng Premier League,22-016,2004.0,9.9,2,0,0,8,5,0,0,19,15,0
Max Kilman,eng ENG,DF,West Ham United,eng Premier League,28.0,1997.0,21,17,1561,17.3,0,0,0,0,0,0,4,0,0.0,1298,eng ENG,DF,eng Premier League,28-298,1997.0,17.3,0,7,1,14.3,0.4,0.06,0.0,0.0,0,0,1609,eng ENG,DF,eng Premier League,28-298,1997.0,21,1561,74,57.8,17.3,17,90.0,17,4,8.0,9,0.95,18,37,-19,-1.1,-1.1,1298,eng ENG,DF,eng Premier League,28-298,1997.0,17.3,4,0,0,16,2,0,2,6,8,0
Joshua King,eng ENG,MF,Fulham,eng Premier League,19.0,2007.0,24,13,1058,11.8,0,1,1,0,0,0,3,0,0.09,1300,eng ENG,MF,eng Premier League,19-073,2007.0,11.8,0,21,8,38.1,1.79,0.68,0.0,0.0,0,0,1612,eng ENG,MF,eng Premier League,19-073,2007.0,24,1058,44,39.2,11.8,13,66.0,0,11,19.0,3,1.38,11,15,-4,-0.34,-0.4,1300,eng ENG,MF,eng Premier League,19-073,2007.0,11.8,3,0,0,11,23,2,10,2,9,0
Justin Kluivert,nl NED,MF,Bournemouth,eng Premier League,26.0,1999.0,18,10,919,10.2,2,0,2,2,0,0,4,0,0.2,1303,nl NED,MF,eng Premier League,26-316,1999.0,10.2,2,16,4,25.0,1.57,0.39,0.13,0.5,0,0,1623,nl NED,MF,eng Premier League,26-316,1999.0,18,919,51,34.0,10.2,10,72.0,0,8,25.0,0,1.22,16,18,-2,-0.2,-0.2,1303,nl NED,MF,eng Premier League,26-316,1999.0,10.2,4,0,0,15,9,1,40,4,7,0
Joe Knight,eng ENG,MF,Brighton,eng Premier League,20.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,1306,eng ENG,MF,eng Premier League,20-177,2005.0,0.0,0,0,0,,0.0,0.0,,,0,0,1626,eng ENG,MF,eng Premier League,20-177,2005.0,1,1,1,0.0,0.0,0,,0,1,1.0,4,3.0,0,0,0,0.0,-0.1,1306,eng ENG,MF,eng Premier League,20-177,2005.0,0.0,0,0,0,0,0,0,0,0,0,0
Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,26.0,1999.0,28,28,2404,26.7,1,0,1,1,0,0,5,0,0.04,1323,fr FRA,DF,eng Premier League,26-296,1999.0,26.7,1,10,3,30.0,0.37,0.11,0.1,0.33,0,0,1647,fr FRA,DF,eng Premier League,26-296,1999.0,28,2404,86,89.0,26.7,28,86.0,22,0,,1,1.71,41,32,9,0.34,0.34,1323,fr FRA,DF,eng Premier League,26-296,1999.0,26.7,5,0,0,29,32,0,3,21,26,0
Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,28.0,1997.0,29,29,2585,28.7,0,0,0,0,0,0,0,1,0.0,1329,eng ENG,DF,eng Premier League,28-145,1997.0,28.7,0,9,2,22.2,0.31,0.07,0.0,0.0,0,0,1654,eng ENG,DF,eng Premier League,28-145,1997.0,29,2585,89,95.7,28.7,29,89.0,28,0,,0,1.76,40,36,4,0.14,0.92,1329,eng ENG,DF,eng Premier League,28-145,1997.0,28.7,0,1,0,11,33,0,5,22,7,0
Charalampos Kostoulas,gr GRE,FW,Brighton,eng Premier League,18.0,2007.0,16,2,305,3.4,2,1,3,2,0,0,2,0,0.89,1334,gr GRE,FW,eng Premier League,18-291,2007.0,3.4,2,15,6,40.0,4.43,1.77,0.13,0.33,0,0,1662,gr GRE,FW,eng Premier League,18-291,2007.0,16,305,19,11.3,3.4,2,76.0,0,14,11.0,5,0.94,7,7,0,0.0,-0.11,1334,gr GRE,FW,eng Premier League,18-291,2007.0,3.4,2,0,0,6,7,2,5,1,6,0
Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,31.0,1994.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,1345,hr CRO,MF,eng Premier League,31-315,1994.0,0.1,0,0,0,,0.0,0.0,,,0,0,1675,hr CRO,MF,eng Premier League,31-315,1994.0,1,5,5,0.2,0.1,0,,0,1,5.0,4,3.0,0,0,0,0.0,-1.07,1345,hr CRO,MF,eng Premier League,31-315,1994.0,0.1,0,0,0,0,0,0,0,0,0,0
Emil Krafth,se SWE,DF,Newcastle United,eng Premier League,31.0,1994.0,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,1348,se SWE,DF,eng Premier League,31-227,1994.0,0.5,0,0,0,,0.0,0.0,,,0,0,1678,se SWE,DF,eng Premier League,31-227,1994.0,1,45,45,1.7,0.5,1,45.0,0,0,,9,0.0,1,2,-1,-2.0,-2.03,1348,se SWE,DF,eng Premier League,31-227,1994.0,0.5,0,0,0,1,0,0,1,0,0,0
Jonah Kusi-Asare,se SWE,FW,Fulham,eng Premier League,18.0,2007.0,5,0,34,0.4,0,0,0,0,0,0,1,0,0.0,1368,se SWE,FW,eng Premier League,18-256,2007.0,0.4,0,0,0,,0.0,0.0,,,0,0,1702,se SWE,FW,eng Premier League,18-256,2007.0,5,34,7,1.3,0.4,0,,0,5,7.0,10,0.8,2,2,0,0.0,0.1,1368,se SWE,FW,eng Premier League,18-256,2007.0,0.4,1,0,0,3,1,0,0,0,0,0
Shea Lacey,eng ENG,FW,Manchester Utd,eng Premier League,18.0,2007.0,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,1374,eng ENG,FW,eng Premier League,18-337,2007.0,0.2,0,3,1,33.3,19.29,6.43,0.0,0.0,0,0,1710,eng ENG,FW,eng Premier League,18-337,2007.0,2,14,7,0.5,0.2,0,,0,2,7.0,8,0.5,0,0,0,0.0,-0.44,1374,eng ENG,FW,eng Premier League,18-337,2007.0,0.2,0,0,0,0,0,0,0,0,0,0
Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,25.0,2000.0,28,28,2485,27.6,1,2,3,1,0,0,3,1,0.11,1375,fr FRA,DF,eng Premier League,25-345,2000.0,27.6,1,21,4,19.0,0.76,0.14,0.05,0.25,0,0,1711,fr FRA,DF,eng Premier League,25-345,2000.0,28,2485,89,92.0,27.6,28,89.0,27,0,,0,1.18,29,32,-3,-0.11,-0.53,1375,fr FRA,DF,eng Premier League,25-345,2000.0,27.6,3,1,0,26,16,0,5,35,32,0
Jamaal Lascelles,eng ENG,DF,Newcastle United,eng Premier League,32.0,1993.0,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,1385,eng ENG,DF,eng Premier League,32-126,1993.0,0.2,0,1,0,0.0,4.29,0.0,0.0,,0,0,1728,eng ENG,DF,eng Premier League,32-126,1993.0,2,21,11,0.8,0.2,0,,0,2,11.0,3,0.5,0,2,-2,-8.57,-8.64,1385,eng ENG,DF,eng Premier League,32-126,1993.0,0.2,0,0,0,0,0,0,0,0,0,0
Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,22.0,2004.0,7,1,170,1.9,0,0,0,0,0,0,0,0,0.0,1390,be BEL,MF,eng Premier League,22-070,2004.0,1.9,0,0,0,,0.0,0.0,,,0,0,1736,be BEL,MF,eng Premier League,22-070,2004.0,7,170,24,6.3,1.9,1,45.0,0,6,21.0,2,1.71,1,3,-2,-1.06,-1.77,1390,be BEL,MF,eng Premier League,22-070,2004.0,1.9,0,0,0,5,4,0,1,4,2,0
Rico Lewis,eng ENG,DF,Manchester City,eng Premier League,21.0,2004.0,10,3,317,3.5,0,1,1,0,0,0,1,0,0.28,1425,eng ENG,DF,eng Premier League,21-116,2004.0,3.5,0,2,0,0.0,0.57,0.0,0.0,,0,0,1785,eng ENG,DF,eng Premier League,21-116,2004.0,10,317,32,11.7,3.5,3,82.0,2,7,10.0,16,1.9,6,5,1,0.28,-0.89,1425,eng ENG,DF,eng Premier League,21-116,2004.0,3.5,1,0,0,4,7,0,2,7,4,0
Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,19.0,2006.0,14,1,321,3.6,0,0,0,0,0,0,3,0,0.0,1427,eng ENG,DF,eng Premier League,19-172,2006.0,3.6,0,1,0,0.0,0.28,0.0,0.0,,0,0,1787,eng ENG,DF,eng Premier League,19-172,2006.0,14,321,23,11.5,3.6,1,70.0,0,13,19.0,16,2.5,9,5,4,1.12,-0.15,1427,eng ENG,DF,eng Premier League,19-172,2006.0,3.6,3,0,0,6,6,0,0,2,3,0
Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,26.0,1999.0,13,13,1170,13.0,1,0,1,1,0,0,0,0,0.08,1429,nl NED,DF,eng Premier League,26-217,1999.0,13.0,1,11,3,27.3,0.85,0.23,0.09,0.33,0,0,1792,nl NED,DF,eng Premier League,26-217,1999.0,13,1170,90,43.3,13.0,13,90.0,13,0,,0,1.62,21,20,1,0.08,-0.63,1429,nl NED,DF,eng Premier League,26-217,1999.0,13.0,0,0,0,6,5,0,4,11,13,0
Pedro Lima,br BRA,DF,Wolves,eng Premier League,19.0,2006.0,3,0,4,0.0,0,0,0,0,0,0,0,0,0.0,1430,br BRA,DF,eng Premier League,19-259,2006.0,0.0,0,0,0,,0.0,0.0,,,0,0,1793,br BRA,DF,eng Premier League,19-259,2006.0,3,4,1,0.1,0.0,0,,0,3,1.0,8,0.33,0,1,-1,-22.5,-21.56,1430,br BRA,DF,eng Premier League,19-259,2006.0,0.0,0,0,0,0,0,0,1,0,0,0
Victor Lindelöf,se SWE,DF,Aston Villa,eng Premier League,31.0,1994.0,12,6,578,6.4,0,1,1,0,0,0,0,0,0.16,1431,se SWE,DF,eng Premier League,31-243,1994.0,6.4,0,1,0,0.0,0.16,0.0,0.0,,0,0,1795,se SWE,DF,eng Premier League,31-243,1994.0,12,578,48,21.4,6.4,6,90.0,6,6,6.0,15,2.42,13,9,4,0.62,0.67,1431,se SWE,DF,eng Premier League,31-243,1994.0,6.4,0,0,0,1,0,0,0,4,1,0
Valentino Livramento,eng ENG,DF,Newcastle United,eng Premier League,23.0,2002.0,14,12,1139,12.7,0,1,1,0,0,0,1,0,0.08,1438,eng ENG,DF,eng Premier League,23-125,2002.0,12.7,0,2,0,0.0,0.16,0.0,0.0,,0,0,1804,eng ENG,DF,eng Premier League,23-125,2002.0,14,1139,81,42.2,12.7,12,89.0,11,2,37.0,0,1.79,20,10,10,0.79,1.37,1438,eng ENG,DF,eng Premier League,23-125,2002.0,12.7,1,0,0,7,11,2,27,2,13,0
Sean Longstaff,eng ENG,MF,Leeds United,eng Premier League,28.0,1997.0,17,10,947,10.5,1,2,3,1,0,0,2,0,0.29,1450,eng ENG,MF,eng Premier League,28-138,1997.0,10.5,1,13,2,15.4,1.24,0.19,0.08,0.5,0,0,1817,eng ENG,MF,eng Premier League,28-138,1997.0,17,947,56,35.1,10.5,10,84.0,7,7,15.0,5,1.0,10,19,-9,-0.86,-0.75,1450,eng ENG,MF,eng Premier League,28-138,1997.0,10.5,2,0,0,10,17,1,50,10,23,0
Fer López,es ESP,MF,Wolves,eng Premier League,21.0,2004.0,9,2,235,2.6,0,1,1,0,0,0,1,0,0.38,1457,es ESP,MF,eng Premier League,21-297,2004.0,2.6,0,5,1,20.0,1.91,0.38,0.0,0.0,0,0,1825,es ESP,MF,eng Premier League,21-297,2004.0,9,235,26,8.4,2.6,2,55.0,0,7,18.0,11,0.11,3,9,-6,-2.3,-1.45,1457,es ESP,MF,eng Premier League,21-297,2004.0,2.6,1,0,0,6,4,0,4,0,1,0
Lorenzo Lucca,it ITA,FW,Nottingham Forest,eng Premier League,25.0,2000.0,3,1,121,1.3,1,0,1,1,0,0,0,0,0.74,1478,it ITA,FW,eng Premier League,25-188,2000.0,1.3,1,3,1,33.3,2.23,0.74,0.33,1.0,0,0,1849,it ITA,FW,eng Premier League,25-188,2000.0,3,121,40,4.5,1.3,1,70.0,0,2,26.0,1,0.33,1,1,0,0.0,0.52,1478,it ITA,FW,eng Premier League,25-188,2000.0,1.3,0,0,0,1,2,1,0,1,0,0
Florentino Luís,pt POR,MF,Burnley,eng Premier League,26.0,1999.0,24,20,1654,18.4,0,2,2,0,0,0,4,0,0.11,1481,pt POR,MF,eng Premier League,26-210,1999.0,18.4,0,9,1,11.1,0.49,0.05,0.0,0.0,0,0,1854,pt POR,MF,eng Premier League,26-210,1999.0,24,1654,69,61.3,18.4,20,78.0,8,4,22.0,3,0.58,15,37,-22,-1.2,-0.85,1481,pt POR,MF,eng Premier League,26-210,1999.0,18.4,4,0,0,31,7,1,9,29,40,0
Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,27.0,1998.0,7,6,465,5.2,1,0,1,1,0,0,0,0,0.19,1484,br BRA,MF,eng Premier League,27-312,1998.0,5.2,1,5,3,60.0,0.97,0.58,0.2,0.33,0,0,1859,br BRA,MF,eng Premier League,27-312,1998.0,7,465,66,17.2,5.2,6,76.0,1,1,9.0,0,0.71,2,6,-4,-0.77,-1.06,1484,br BRA,MF,eng Premier League,27-312,1998.0,5.2,0,0,0,8,7,0,27,4,9,0
Douglas Luiz,br BRA,MF,Nottingham Forest,eng Premier League,27.0,1998.0,8,5,315,3.5,0,0,0,0,0,0,2,0,0.0,1485,br BRA,MF,eng Premier League,27-312,1998.0,3.5,0,5,1,20.0,1.43,0.29,0.0,0.0,0,0,1860,br BRA,MF,eng Premier League,27-312,1998.0,8,315,39,11.7,3.5,5,51.0,0,3,19.0,6,0.63,1,7,-6,-1.71,-1.37,1485,br BRA,MF,eng Premier League,27-312,1998.0,3.5,2,0,0,4,5,0,15,7,3,0
Saša Lukić,rs SRB,MF,Fulham,eng Premier League,29.0,1996.0,20,15,1239,13.8,1,2,3,1,0,0,6,0,0.22,1489,rs SRB,MF,eng Premier League,29-216,1996.0,13.8,1,13,3,23.1,0.94,0.22,0.08,0.33,0,0,1864,rs SRB,MF,eng Premier League,29-216,1996.0,20,1239,62,45.9,13.8,15,76.0,7,5,19.0,2,1.3,14,17,-3,-0.22,-0.22,1489,rs SRB,MF,eng Premier League,29-216,1996.0,13.8,6,0,0,38,20,0,47,9,21,0
Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,24.0,2002.0,24,13,1264,14.0,0,0,0,0,0,0,2,0,0.0,1499,nl NED,DF,eng Premier League,24-007,2002.0,14.0,0,17,4,23.5,1.21,0.28,0.0,0.0,0,0,1880,nl NED,DF,eng Premier League,24-007,2002.0,24,1264,53,46.8,14.0,13,82.0,6,11,18.0,6,1.67,20,20,0,0.0,-0.19,1499,nl NED,DF,eng Premier League,24-007,2002.0,14.0,2,0,0,11,15,1,46,13,27,0
Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,27.0,1998.0,29,25,2089,23.2,2,2,4,2,0,0,4,0,0.17,1500,ar ARG,MF,eng Premier League,27-083,1998.0,23.2,2,41,10,24.4,1.77,0.43,0.05,0.2,0,0,1881,ar ARG,MF,eng Premier League,27-083,1998.0,29,2089,72,77.4,23.2,25,80.0,14,4,23.0,0,1.59,34,29,5,0.22,-0.37,1500,ar ARG,MF,eng Premier League,27-083,1998.0,23.2,4,0,0,22,26,0,19,14,22,0
Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,28.0,1997.0,25,24,2166,24.1,3,4,7,3,0,0,3,0,0.29,1510,br BRA,DF,eng Premier League,28-088,1997.0,24.1,3,18,5,27.8,0.75,0.21,0.17,0.6,0,0,1892,br BRA,DF,eng Premier League,28-088,1997.0,25,2166,87,77.6,24.1,24,89.0,23,1,20.0,0,2.28,47,15,32,1.33,0.32,1510,br BRA,DF,eng Premier League,28-088,1997.0,24.1,3,0,0,14,27,0,6,18,16,0
Soungoutou Magassa,fr FRA,MF,West Ham United,eng Premier League,22.0,2003.0,19,11,964,10.7,1,0,1,1,0,0,4,0,0.09,1511,fr FRA,MF,eng Premier League,22-160,2003.0,10.7,1,7,2,28.6,0.65,0.19,0.14,0.5,0,0,1893,fr FRA,MF,eng Premier League,22-160,2003.0,19,964,51,35.7,10.7,11,74.0,2,8,19.0,7,0.68,11,23,-12,-1.12,-0.76,1511,fr FRA,MF,eng Premier League,22-160,2003.0,10.7,4,0,0,17,17,0,8,17,23,0
Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,33.0,1993.0,17,13,1126,12.5,1,1,2,1,0,0,3,0,0.16,1514,eng ENG,DF,eng Premier League,33-012,1993.0,12.5,1,9,2,22.2,0.72,0.16,0.11,0.5,0,0,1896,eng ENG,DF,eng Premier League,33-012,1993.0,17,1126,66,41.7,12.5,13,83.0,8,4,13.0,3,1.94,23,13,10,0.8,0.63,1514,eng ENG,DF,eng Premier League,33-012,1993.0,12.5,3,0,0,11,13,0,2,6,9,0
Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20.0,2005.0,21,9,1032,11.5,0,2,2,0,0,0,0,0,0.17,1519,eng ENG,MF,eng Premier League,20-332,2005.0,11.5,0,8,2,25.0,0.7,0.17,0.0,0.0,0,0,1901,eng ENG,MF,eng Premier League,20-332,2005.0,21,1032,49,38.2,11.5,9,88.0,7,12,20.0,4,2.14,24,15,9,0.78,0.57,1519,eng ENG,MF,eng Premier League,20-332,2005.0,11.5,0,0,0,7,14,1,12,7,11,0
Tyrell Malacia,nl NED,DF,Manchester Utd,eng Premier League,26.0,1999.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,1528,nl NED,DF,eng Premier League,26-212,1999.0,0.1,0,0,0,,0.0,0.0,,,0,0,1910,nl NED,DF,eng Premier League,26-212,1999.0,2,9,5,0.3,0.1,0,,0,2,5.0,18,1.5,0,1,-1,-10.0,-10.47,1528,nl NED,DF,eng Premier League,26-212,1999.0,0.1,0,0,0,0,0,0,0,0,0,0
Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,32.0,1994.0,17,17,1427,15.9,0,1,1,0,0,0,6,1,0.06,1543,mz MOZ,DF,eng Premier League,32-055,1994.0,15.9,0,4,0,0.0,0.25,0.0,0.0,,0,0,1929,mz MOZ,DF,eng Premier League,32-055,1994.0,17,1427,84,52.9,15.9,17,84.0,15,0,,0,1.53,20,19,1,0.06,0.49,1543,mz MOZ,DF,eng Premier League,32-055,1994.0,15.9,6,1,0,25,28,1,18,22,15,0
Mateus Mane,pt POR,MF,Wolves,eng Premier League,18.0,2007.0,20,14,1286,14.3,2,1,3,2,0,0,0,0,0.21,1547,pt POR,MF,eng Premier League,18-182,2007.0,14.3,2,29,12,41.4,2.03,0.84,0.07,0.17,0,0,1933,pt POR,MF,eng Premier League,18-182,2007.0,20,1286,64,46.1,14.3,14,85.0,11,6,16.0,0,0.75,13,20,-7,-0.49,0.89,1547,pt POR,MF,eng Premier League,18-182,2007.0,14.3,0,0,0,21,36,1,52,3,8,0
Bendito Mantato,eng ENG,MF,Manchester Utd,eng Premier League,18.0,2008.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,1549,eng ENG,MF,eng Premier League,18-051,2008.0,0.2,0,0,0,,0.0,0.0,,,0,0,1936,eng ENG,MF,eng Premier League,18-051,2008.0,1,16,16,0.6,0.2,0,,0,1,16.0,3,1.0,0,0,0,0.0,-0.44,1549,eng ENG,MF,eng Premier League,18-051,2008.0,0.2,0,0,0,0,0,0,1,0,0,0
Solly March,eng ENG,MF,Brighton,eng Premier League,31.0,1994.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,1555,eng ENG,MF,eng Premier League,31-240,1994.0,0.1,0,0,0,,0.0,0.0,,,0,0,1944,eng ENG,MF,eng Premier League,31-240,1994.0,1,5,5,0.2,0.1,0,,0,1,5.0,1,3.0,0,0,0,0.0,-0.1,1555,eng ENG,MF,eng Premier League,31-240,1994.0,0.1,0,0,0,0,1,0,0,0,0,0
Callum Marshall,nir NIR,FW,West Ham United,eng Premier League,21.0,2004.0,2,0,60,0.7,0,0,0,0,0,0,0,0,0.0,1572,nir NIR,FW,eng Premier League,21-109,2004.0,0.7,0,1,0,0.0,1.5,0.0,0.0,,0,0,1969,nir NIR,FW,eng Premier League,21-109,2004.0,2,60,30,2.2,0.7,0,,0,2,30.0,4,0.0,0,2,-2,-3.0,-2.42,1572,nir NIR,FW,eng Premier League,21-109,2004.0,0.7,0,0,0,0,0,1,0,2,0,0
Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,28.0,1998.0,14,9,908,10.1,0,0,0,0,0,0,0,0,0.0,1586,ar ARG,DF,eng Premier League,28-058,1998.0,10.1,0,4,0,0.0,0.4,0.0,0.0,,0,0,1987,ar ARG,DF,eng Premier League,28-058,1998.0,14,908,65,33.6,10.1,9,90.0,8,5,20.0,1,1.93,19,11,8,0.79,0.54,1586,ar ARG,DF,eng Premier League,28-058,1998.0,10.1,0,0,0,8,2,0,2,10,7,1
Arthur Masuaku,cd COD,DF,Sunderland,eng Premier League,32.0,1993.0,3,2,126,1.4,0,0,0,0,0,0,1,0,0.0,1596,cd COD,DF,eng Premier League,32-130,1993.0,1.4,0,1,0,0.0,0.71,0.0,0.0,,0,0,1998,cd COD,DF,eng Premier League,32-130,1993.0,3,126,42,4.7,1.4,2,58.0,0,1,11.0,8,1.33,1,2,-1,-0.71,-0.57,1596,cd COD,DF,eng Premier League,32-130,1993.0,1.4,1,0,0,3,0,0,8,2,2,0
Pape Matar Sarr,sn SEN,MF,Tottenham Hotspur,eng Premier League,23.0,2002.0,21,12,1237,13.7,2,3,5,2,0,0,2,0,0.36,1600,sn SEN,MF,eng Premier League,23-184,2002.0,13.7,2,13,6,46.2,0.95,0.44,0.15,0.33,0,0,2003,sn SEN,MF,eng Premier League,23-184,2002.0,21,1237,59,45.8,13.7,12,88.0,10,9,20.0,2,1.1,20,19,1,0.07,0.56,1600,sn SEN,MF,eng Premier League,23-184,2002.0,13.7,2,0,0,24,13,3,7,13,19,0
Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28.0,1997.0,24,23,1935,21.5,8,0,8,5,3,3,2,0,0.23,1601,fr FRA,FW,eng Premier League,28-262,1997.0,21.5,8,55,26,47.3,2.56,1.21,0.09,0.19,3,3,2004,fr FRA,FW,eng Premier League,28-262,1997.0,24,1935,81,71.7,21.5,23,83.0,12,1,31.0,0,1.21,19,23,-4,-0.19,-0.42,1601,fr FRA,FW,eng Premier League,28-262,1997.0,21.5,2,0,0,17,15,16,8,5,3,0
Konstantinos Mavropanos,gr GRE,DF,West Ham United,eng Premier League,28.0,1997.0,23,19,1814,20.2,1,0,1,1,0,0,2,0,0.05,1610,gr GRE,DF,eng Premier League,28-096,1997.0,20.2,1,16,4,25.0,0.79,0.2,0.06,0.25,0,0,2015,gr GRE,DF,eng Premier League,28-096,1997.0,23,1814,79,67.2,20.2,19,90.0,19,4,26.0,3,0.96,24,34,-10,-0.5,0.42,1610,gr GRE,DF,eng Premier League,28-096,1997.0,20.2,2,0,0,9,8,1,2,33,18,1
Ezra Mayers,bb BRB,DF,West Ham United,eng Premier League,19.0,2007.0,6,0,117,1.3,0,0,0,0,0,0,0,0,0.0,1613,bb BRB,DF,eng Premier League,19-060,2007.0,1.3,0,1,0,0.0,0.77,0.0,0.0,,0,0,2019,bb BRB,DF,eng Premier League,19-060,2007.0,6,117,20,4.3,1.3,0,,0,6,20.0,8,0.33,0,3,-3,-2.31,-1.75,1613,bb BRB,DF,eng Premier League,19-060,2007.0,1.3,0,0,0,0,0,0,3,1,0,0
James Mcatee,eng ENG,MF,Nottingham Forest,eng Premier League,23.0,2002.0,9,1,179,2.0,0,0,0,0,0,0,1,0,0.0,1631,eng ENG,MF,eng Premier League,23-150,2002.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0,2041,eng ENG,MF,eng Premier League,23-150,2002.0,9,179,20,6.6,2.0,1,59.0,0,8,15.0,18,0.22,0,8,-8,-4.02,-3.77,1631,eng ENG,MF,eng Premier League,23-150,2002.0,2.0,1,0,0,4,3,1,8,1,3,0
John McGinn,sct SCO,MF,Aston Villa,eng Premier League,31.0,1994.0,23,22,1651,18.3,3,2,5,3,0,0,3,0,0.27,1632,sct SCO,MF,eng Premier League,31-150,1994.0,18.3,3,19,7,36.8,1.04,0.38,0.16,0.43,0,0,2042,sct SCO,MF,eng Premier League,31-150,1994.0,23,1651,72,61.1,18.3,22,73.0,5,1,45.0,0,1.87,26,22,4,0.22,0.3,1632,sct SCO,MF,eng Premier League,31-150,1994.0,18.3,3,0,0,25,40,0,61,11,16,0
Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,23.0,2003.0,22,11,973,10.8,1,3,4,1,0,0,7,0,0.37,1642,tn TUN,MF,eng Premier League,23-055,2003.0,10.8,1,14,4,28.6,1.29,0.37,0.07,0.25,0,0,2055,tn TUN,MF,eng Premier League,23-055,2003.0,22,973,44,36.0,10.8,11,75.0,3,11,13.0,2,0.82,12,22,-10,-0.92,-0.09,1642,tn TUN,MF,eng Premier League,23-055,2003.0,10.8,7,0,0,17,36,3,24,7,13,0
Antoni Milambo,nl NED,MF,Brentford,eng Premier League,20.0,2005.0,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,1671,nl NED,MF,eng Premier League,20-348,2005.0,0.5,0,0,0,,0.0,0.0,,,0,0,2098,nl NED,MF,eng Premier League,20-348,2005.0,1,45,45,1.7,0.5,1,45.0,0,0,,3,0.0,0,3,-3,-6.0,-6.24,1671,nl NED,MF,eng Premier League,20-348,2005.0,0.5,0,0,0,0,0,0,0,0,1,0
Nikola Milenković,rs SRB,DF,Nottingham Forest,eng Premier League,28.0,1997.0,30,30,2700,30.0,0,0,0,0,0,0,6,0,0.0,1672,rs SRB,DF,eng Premier League,28-156,1997.0,30.0,0,15,1,6.7,0.5,0.03,0.0,0.0,0,0,2099,rs SRB,DF,eng Premier League,28-156,1997.0,30,2700,90,100.0,30.0,30,90.0,30,0,,0,0.97,28,43,-15,-0.5,,1672,rs SRB,DF,eng Premier League,28-156,1997.0,30.0,6,0,0,13,18,1,2,26,14,1
James Milner,eng ENG,MF,Brighton,eng Premier League,40.0,1986.0,18,5,651,7.2,1,1,2,0,1,1,2,0,0.14,1679,eng ENG,MF,eng Premier League,40-072,1986.0,7.2,1,6,2,33.3,0.83,0.28,0.0,0.0,1,1,2107,eng ENG,MF,eng Premier League,40-072,1986.0,18,651,36,24.1,7.2,5,80.0,1,13,19.0,6,1.39,14,13,1,0.14,0.05,1679,eng ENG,MF,eng Premier League,40-072,1986.0,7.2,2,0,0,10,3,1,14,4,9,0
