Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
Matías Dituro,ar ARG,GK,Elche,es La Liga,38.0,1987.0,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,37.0,ar ARG,GK,es La Liga,38-313,1987.0,12.0,12.0,1080.0,12.0,17.0,1.42,48.0,34.0,70.8,2.0,7.0,3.0,2.0,16.7,3.0,3.0,0.0,0.0,691,ar ARG,GK,es La Liga,38-313,1987.0,12.0,0,0,0,,0.0,0.0,,,0,0,865,ar ARG,GK,es La Liga,38-313,1987.0,12,1080,90,42.9,12.0,12,90.0,12,0,,16,1.08,15,17,-2,-0.17,0.27,691,ar ARG,GK,es La Liga,38-313,1987.0,12.0,1,0,0,0,5,0,0,0,0,0
Marko Dmitrović,rs SRB,GK,Espanyol,es La Liga,34.0,1992.0,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,38.0,rs SRB,GK,es La Liga,34-052,1992.0,28.0,28.0,2520.0,28.0,42.0,1.5,131.0,94.0,71.8,10.0,7.0,11.0,7.0,25.0,5.0,5.0,0.0,0.0,695,rs SRB,GK,es La Liga,34-052,1992.0,28.0,0,0,0,,0.0,0.0,,,0,0,869,rs SRB,GK,es La Liga,34-052,1992.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,1.32,35,42,-7,-0.25,,695,rs SRB,GK,es La Liga,34-052,1992.0,28.0,0,0,0,0,4,0,0,0,2,0
Maxime Dupé,fr FRA,GK,Nice,fr Ligue 1,33.0,1993.0,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,41.0,fr FRA,GK,fr Ligue 1,33-013,1993.0,8.0,8.0,720.0,8.0,15.0,1.87,32.0,20.0,62.5,1.0,4.0,3.0,1.0,12.5,3.0,3.0,0.0,0.0,732,fr FRA,GK,fr Ligue 1,33-013,1993.0,8.0,0,0,0,,0.0,0.0,,,0,0,916,fr FRA,GK,fr Ligue 1,33-013,1993.0,8,720,90,30.8,8.0,8,90.0,8,0,,18,0.88,11,15,-4,-0.5,0.17,732,fr FRA,GK,fr Ligue 1,33-013,1993.0,8.0,0,0,0,0,1,0,0,0,0,0
Aarón Escandell,es ESP,GK,Oviedo,es La Liga,30.0,1995.0,28,28,2520,28.0,0,0,0,0,0,0,2,0,0.0,43.0,es ESP,GK,es La Liga,30-171,1995.0,28.0,28.0,2520.0,28.0,44.0,1.57,158.0,120.0,74.7,4.0,9.0,15.0,7.0,25.0,6.0,4.0,2.0,0.0,788,es ESP,GK,es La Liga,30-171,1995.0,28.0,0,0,0,,0.0,0.0,,,0,0,981,es ESP,GK,es La Liga,30-171,1995.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,0.75,18,44,-26,-0.93,,788,es ESP,GK,es La Liga,30-171,1995.0,28.0,2,0,0,1,7,0,0,0,0,0
Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,30.0,1995.0,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,44.0,it ITA,GK,it Serie A,30-339,1995.0,29.0,29.0,2610.0,29.0,39.0,1.34,114.0,81.0,69.3,7.0,6.0,16.0,8.0,27.6,6.0,4.0,2.0,0.0,815,it ITA,GK,it Serie A,30-339,1995.0,29.0,0,0,0,,0.0,0.0,,,0,0,1016,it ITA,GK,it Serie A,30-339,1995.0,29,2610,90,100.0,29.0,29,90.0,29,0,,0,0.93,21,39,-18,-0.62,,815,it ITA,GK,it Serie A,30-339,1995.0,29.0,2,0,0,0,7,0,0,0,2,0
Frank Feller,de GER,GK,Heidenheim,de Bundesliga,22.0,2004.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,45.0,de GER,GK,de Bundesliga,22-069,2004.0,1.0,1.0,90.0,1.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,823,de GER,GK,de Bundesliga,22-069,2004.0,1.0,0,0,0,,0.0,0.0,,,0,0,1029,de GER,GK,de Bundesliga,22-069,2004.0,1,90,90,3.8,1.0,1,90.0,1,0,,10,0.0,0,2,-2,-2.0,-0.72,823,de GER,GK,de Bundesliga,22-069,2004.0,1.0,0,0,0,0,0,0,0,0,0,0
Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,24.0,2001.0,26,25,2264,25.2,0,0,0,0,0,0,0,0,0.0,46.0,dk DEN,GK,fr Ligue 1,24-128,2001.0,26.0,25.0,2264.0,25.2,56.0,2.23,137.0,88.0,63.5,3.0,4.0,18.0,4.0,16.0,7.0,6.0,1.0,0.0,844,dk DEN,GK,fr Ligue 1,24-128,2001.0,25.2,0,0,0,,0.0,0.0,,,0,0,1059,dk DEN,GK,fr Ligue 1,24-128,2001.0,26,2264,87,96.8,25.2,25,90.0,25,1,14.0,0,0.5,25,56,-31,-1.23,3.5,844,dk DEN,GK,fr Ligue 1,24-128,2001.0,25.2,0,0,0,0,4,0,0,0,0,0
Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32.0,1993.0,17,17,1499,16.7,0,0,0,0,0,0,2,0,0.0,47.0,nl NED,GK,de Bundesliga,32-277,1993.0,17.0,17.0,1499.0,16.7,25.0,1.5,81.0,59.0,72.8,9.0,2.0,6.0,4.0,23.5,3.0,3.0,0.0,0.0,846,nl NED,GK,de Bundesliga,32-277,1993.0,16.7,0,0,0,,0.0,0.0,,,0,0,1062,nl NED,GK,de Bundesliga,32-277,1993.0,17,1499,88,64.1,16.7,17,88.0,16,0,,0,1.71,34,25,9,0.54,-0.21,846,nl NED,GK,de Bundesliga,32-277,1993.0,16.7,2,0,0,0,3,0,0,0,0,0
Joan García,es ESP,GK,Barcelona,es La Liga,24.0,2001.0,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,48.0,es ESP,GK,es La Liga,24-317,2001.0,22.0,22.0,1980.0,22.0,17.0,0.77,74.0,59.0,79.7,19.0,1.0,2.0,11.0,50.0,2.0,2.0,0.0,0.0,911,es ESP,GK,es La Liga,24-317,2001.0,22.0,0,0,0,,0.0,0.0,,,0,0,1146,es ESP,GK,es La Liga,24-317,2001.0,22,1980,90,78.6,22.0,22,90.0,22,0,,0,2.64,64,17,47,2.14,1.8,911,es ESP,GK,es La Liga,24-317,2001.0,22.0,1,0,0,0,4,0,0,0,3,0
Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,34.0,1992.0,25,25,2202,24.5,0,0,0,0,0,0,4,1,0.0,49.0,ar ARG,GK,es La Liga,34-074,1992.0,25.0,25.0,2202.0,24.5,35.0,1.43,118.0,87.0,73.7,8.0,9.0,8.0,5.0,20.0,5.0,4.0,0.0,1.0,924,ar ARG,GK,es La Liga,34-074,1992.0,24.5,0,0,0,,0.0,0.0,,,0,0,1163,ar ARG,GK,es La Liga,34-074,1992.0,25,2202,88,87.4,24.5,25,88.0,24,0,,2,1.32,29,35,-6,-0.25,1.45,924,ar ARG,GK,es La Liga,34-074,1992.0,24.5,4,1,0,1,5,0,0,0,0,0
David de Gea,es ESP,GK,Fiorentina,it Serie A,35.0,1990.0,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.0,50.0,es ESP,GK,it Serie A,35-130,1990.0,29.0,29.0,2610.0,29.0,43.0,1.48,121.0,84.0,68.6,6.0,10.0,13.0,5.0,17.2,6.0,5.0,1.0,0.0,927,es ESP,GK,it Serie A,35-130,1990.0,29.0,0,0,0,,0.0,0.0,,,0,0,1166,es ESP,GK,it Serie A,35-130,1990.0,29,2610,90,100.0,29.0,29,90.0,29,0,,0,0.97,34,43,-9,-0.31,,927,es ESP,GK,it Serie A,35-130,1990.0,29.0,0,0,0,0,4,0,0,0,0,0
Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,27.0,1999.0,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,51.0,pl POL,GK,de Bundesliga,27-068,1999.0,26.0,26.0,2340.0,26.0,56.0,2.15,140.0,92.0,63.6,5.0,6.0,15.0,1.0,3.8,9.0,5.0,3.0,1.0,993,pl POL,GK,de Bundesliga,27-068,1999.0,26.0,0,1,0,0.0,0.04,0.0,0.0,,0,0,1247,pl POL,GK,de Bundesliga,27-068,1999.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,0.81,35,56,-21,-0.81,,993,pl POL,GK,de Bundesliga,27-068,1999.0,26.0,1,0,0,0,1,0,0,0,1,0
Dominik Greif,sk SVK,GK,Lyon,fr Ligue 1,28.0,1997.0,21,21,1890,21.0,0,1,1,0,0,0,1,0,0.05,52.0,sk SVK,GK,fr Ligue 1,28-345,1997.0,21.0,21.0,1890.0,21.0,24.0,1.14,74.0,53.0,68.9,11.0,4.0,6.0,9.0,42.9,3.0,1.0,2.0,0.0,1001,sk SVK,GK,fr Ligue 1,28-345,1997.0,21.0,0,0,0,,0.0,0.0,,,0,0,1259,sk SVK,GK,fr Ligue 1,28-345,1997.0,21,1890,90,80.8,21.0,21,90.0,21,0,,4,1.76,34,24,10,0.48,-0.12,1001,sk SVK,GK,fr Ligue 1,28-345,1997.0,21.0,1,0,0,0,4,0,0,0,0,0
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,35.0,1990.0,22,22,1918,21.3,0,0,0,0,0,0,1,0,0.0,53.0,hu HUN,GK,de Bundesliga,35-315,1990.0,22.0,22.0,1918.0,21.3,28.0,1.31,78.0,51.0,66.7,12.0,4.0,6.0,9.0,40.9,2.0,2.0,0.0,0.0,1037,hu HUN,GK,de Bundesliga,35-315,1990.0,21.3,0,0,0,,0.0,0.0,,,0,0,1299,hu HUN,GK,de Bundesliga,35-315,1990.0,22,1918,87,82.0,21.3,22,87.0,21,0,,0,1.82,40,28,12,0.56,0.35,1037,hu HUN,GK,de Bundesliga,35-315,1990.0,21.3,1,0,0,0,0,0,0,0,0,0
Kjetil Haug,no NOR,GK,Toulouse,fr Ligue 1,27.0,1998.0,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,55.0,no NOR,GK,fr Ligue 1,27-278,1998.0,1.0,0.0,31.0,0.3,1.0,2.9,2.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1073,no NOR,GK,fr Ligue 1,27-278,1998.0,0.3,0,0,0,,0.0,0.0,,,0,0,1341,no NOR,GK,fr Ligue 1,27-278,1998.0,1,31,31,1.3,0.3,0,,0,1,31.0,24,3.0,1,1,0,0.0,-0.19,1073,no NOR,GK,fr Ligue 1,27-278,1998.0,0.3,0,0,0,0,0,0,0,0,0,0
Sergio Herrera,es ESP,GK,Osasuna,es La Liga,32.0,1993.0,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.0,58.0,es ESP,GK,es La Liga,32-285,1993.0,28.0,28.0,2520.0,28.0,35.0,1.25,124.0,96.0,77.4,9.0,7.0,12.0,6.0,21.4,7.0,7.0,0.0,0.0,1094,es ESP,GK,es La Liga,32-285,1993.0,28.0,0,0,0,,0.0,0.0,,,0,0,1370,es ESP,GK,es La Liga,32-285,1993.0,28,2520,90,100.0,28.0,28,90.0,28,0,,0,1.21,33,35,-2,-0.07,,1094,es ESP,GK,es La Liga,32-285,1993.0,28.0,3,0,0,2,4,0,0,0,0,0
Daniel Heuer Fernandes,pt POR,GK,Hamburger SV,de Bundesliga,33.0,1992.0,26,26,2340,26.0,0,0,0,0,0,0,3,0,0.0,59.0,pt POR,GK,de Bundesliga,33-124,1992.0,26.0,26.0,2340.0,26.0,37.0,1.42,106.0,75.0,68.9,7.0,9.0,10.0,6.0,23.1,6.0,4.0,2.0,0.0,1098,pt POR,GK,de Bundesliga,33-124,1992.0,26.0,0,1,0,0.0,0.04,0.0,0.0,,0,0,1375,pt POR,GK,de Bundesliga,33-124,1992.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,1.15,29,37,-8,-0.31,,1098,pt POR,GK,de Bundesliga,33-124,1992.0,26.0,3,0,0,0,4,0,0,0,0,0
Lukáš Hrádecký,fi FIN,GK,Monaco,fr Ligue 1,36.0,1989.0,9,9,719,8.0,0,0,0,0,0,0,0,0,0.0,60.0,fi FIN,GK,fr Ligue 1,36-113,1989.0,9.0,9.0,719.0,8.0,10.0,1.25,30.0,22.0,73.3,4.0,0.0,5.0,2.0,22.2,3.0,2.0,0.0,1.0,1123,fi FIN,GK,fr Ligue 1,36-113,1989.0,8.0,0,0,0,,0.0,0.0,,,0,0,1402,fi FIN,GK,fr Ligue 1,36-113,1989.0,9,719,80,30.7,8.0,9,80.0,7,0,,0,1.33,9,10,-1,-0.13,-0.62,1123,fi FIN,GK,fr Ligue 1,36-113,1989.0,8.0,0,0,0,0,0,0,0,0,1,0
Franco Israel,uy URU,GK,Torino,it Serie A,25.0,2000.0,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,61.0,uy URU,GK,it Serie A,25-329,2000.0,9.0,9.0,810.0,9.0,18.0,2.0,40.0,24.0,60.0,2.0,2.0,5.0,3.0,33.3,2.0,2.0,0.0,0.0,1171,uy URU,GK,it Serie A,25-329,2000.0,9.0,0,0,0,,0.0,0.0,,,0,0,1455,uy URU,GK,it Serie A,25-329,2000.0,9,810,90,31.0,9.0,9,90.0,9,0,,16,0.89,9,18,-9,-1.0,-0.55,1171,uy URU,GK,it Serie A,25-329,2000.0,9.0,1,0,0,0,3,0,0,0,0,0
Karl Jakob Hein,ee EST,GK,Werder Bremen,de Bundesliga,23.0,2002.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,62.0,ee EST,GK,de Bundesliga,23-338,2002.0,2.0,2.0,180.0,2.0,4.0,2.0,14.0,11.0,78.6,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,1181,ee EST,GK,de Bundesliga,23-338,2002.0,2.0,0,0,0,,0.0,0.0,,,0,0,1468,ee EST,GK,de Bundesliga,23-338,2002.0,2,180,90,7.7,2.0,2,90.0,2,0,,23,1.5,1,4,-3,-1.5,-0.87,1181,ee EST,GK,de Bundesliga,23-338,2002.0,2.0,0,0,0,0,0,0,0,0,0,0
Karl-Johan Johnsson,se SWE,GK,Strasbourg,fr Ligue 1,36.0,1990.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,64.0,se SWE,GK,fr Ligue 1,36-048,1990.0,1.0,1.0,90.0,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1215,se SWE,GK,fr Ligue 1,36-048,1990.0,1.0,0,0,0,,0.0,0.0,,,0,0,1507,se SWE,GK,fr Ligue 1,36-048,1990.0,1,90,90,3.8,1.0,1,90.0,1,0,,17,3.0,1,0,1,1.0,0.68,1215,se SWE,GK,fr Ligue 1,36-048,1990.0,1.0,0,0,0,0,0,0,0,0,0,0
Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,es La Liga,25.0,2001.0,25,25,2250,25.0,0,0,0,0,0,0,3,0,0.0,66.0,br BRA,GK,es La Liga,25-062,2001.0,25.0,25.0,2250.0,25.0,27.0,1.08,83.0,62.0,73.5,16.0,3.0,6.0,8.0,32.0,6.0,5.0,1.0,0.0,1227,br BRA,GK,es La Liga,25-062,2001.0,25.0,0,0,0,,0.0,0.0,,,0,0,1525,br BRA,GK,es La Liga,25-062,2001.0,25,2250,90,89.3,25.0,25,90.0,25,0,,3,2.04,46,27,19,0.76,1.09,1227,br BRA,GK,es La Liga,25-062,2001.0,25.0,3,0,0,2,4,0,0,1,0,0
Bingourou Kamara,sn SEN,GK,Lorient,fr Ligue 1,29.0,1996.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,68.0,sn SEN,GK,fr Ligue 1,29-147,1996.0,3.0,3.0,270.0,3.0,8.0,2.67,16.0,8.0,50.0,1.0,0.0,2.0,1.0,33.3,1.0,0.0,0.0,1.0,1252,sn SEN,GK,fr Ligue 1,29-147,1996.0,3.0,0,0,0,,0.0,0.0,,,0,0,1554,sn SEN,GK,fr Ligue 1,29-147,1996.0,3,270,90,11.5,3.0,3,90.0,3,0,,23,1.0,5,8,-3,-1.0,-1.0,1252,sn SEN,GK,fr Ligue 1,29-147,1996.0,3.0,0,0,0,0,1,0,0,0,0,0
Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,28.0,1997.0,26,26,2340,26.0,0,0,0,0,0,0,2,0,0.0,70.0,ch SUI,GK,de Bundesliga,28-101,1997.0,26.0,26.0,2340.0,26.0,26.0,1.0,89.0,66.0,74.2,17.0,7.0,2.0,12.0,46.2,3.0,3.0,0.0,0.0,1307,ch SUI,GK,de Bundesliga,28-101,1997.0,26.0,0,0,0,,0.0,0.0,,,0,0,1628,ch SUI,GK,de Bundesliga,28-101,1997.0,26,2340,90,100.0,26.0,26,90.0,26,0,,0,2.23,55,26,29,1.12,,1307,ch SUI,GK,de Bundesliga,28-101,1997.0,26.0,2,0,0,0,5,0,0,0,0,0
Hervé Koffi,bf BFA,GK,Angers,fr Ligue 1,29.0,1996.0,23,23,2070,23.0,0,0,0,0,0,0,1,0,0.0,71.0,bf BFA,GK,fr Ligue 1,29-152,1996.0,23.0,23.0,2070.0,23.0,26.0,1.13,108.0,85.0,77.8,9.0,5.0,9.0,9.0,39.1,5.0,2.0,2.0,1.0,1310,bf BFA,GK,fr Ligue 1,29-152,1996.0,23.0,0,0,0,,0.0,0.0,,,0,0,1632,bf BFA,GK,fr Ligue 1,29-152,1996.0,23,2070,90,88.5,23.0,23,90.0,23,0,,0,1.39,21,26,-5,-0.22,1.12,1310,bf BFA,GK,fr Ligue 1,29-152,1996.0,23.0,1,0,0,1,9,0,0,0,1,0
Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,27.0,1998.0,19,17,1621,18.0,0,0,0,0,0,0,1,0,0.0,72.0,ch SUI,GK,fr Ligue 1,27-349,1998.0,19.0,17.0,1621.0,18.0,27.0,1.5,73.0,48.0,65.8,9.0,4.0,4.0,5.0,29.4,2.0,2.0,0.0,0.0,1313,ch SUI,GK,fr Ligue 1,27-349,1998.0,18.0,0,0,0,,0.0,0.0,,,0,0,1635,ch SUI,GK,fr Ligue 1,27-349,1998.0,19,1621,85,69.3,18.0,17,90.0,17,2,46.0,7,1.79,36,27,9,0.5,0.62,1313,ch SUI,GK,fr Ligue 1,27-349,1998.0,18.0,1,0,0,0,3,0,0,1,0,0
Vladyslav Krapyvtsov,ua UKR,GK,Girona,es La Liga,20.0,2005.0,2,1,136,1.5,0,0,0,0,0,0,0,0,0.0,73.0,ua UKR,GK,es La Liga,20-265,2005.0,2.0,1.0,136.0,1.5,6.0,3.97,9.0,4.0,44.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1351,ua UKR,GK,es La Liga,20-265,2005.0,1.5,0,0,0,,0.0,0.0,,,0,0,1681,ua UKR,GK,es La Liga,20-265,2005.0,2,136,68,5.4,1.5,1,90.0,1,1,46.0,17,0.0,1,5,-4,-2.65,-2.35,1351,ua UKR,GK,es La Liga,20-265,2005.0,1.5,0,0,0,0,1,0,0,0,0,0
Nicola Leali,it ITA,GK,Genoa,it Serie A,33.0,1993.0,20,20,1712,19.0,0,0,0,0,0,0,2,1,0.0,75.0,it ITA,GK,it Serie A,33-028,1993.0,20.0,20.0,1712.0,19.0,26.0,1.37,79.0,55.0,69.6,4.0,8.0,8.0,4.0,20.0,2.0,2.0,0.0,0.0,1399,it ITA,GK,it Serie A,33-028,1993.0,19.0,0,0,0,,0.0,0.0,,,0,0,1746,it ITA,GK,it Serie A,33-028,1993.0,20,1712,86,65.6,19.0,20,86.0,19,0,,8,1.0,21,25,-4,-0.21,-0.21,1399,it ITA,GK,it Serie A,33-028,1993.0,19.0,2,1,0,2,2,0,0,1,0,0
Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,33.0,1992.0,24,24,2114,23.5,0,0,0,0,0,0,0,1,0.0,77.0,gf GUF,GK,fr Ligue 1,33-134,1992.0,24.0,24.0,2114.0,23.5,32.0,1.36,112.0,82.0,72.3,4.0,7.0,13.0,6.0,25.0,2.0,1.0,1.0,0.0,1416,gf GUF,GK,fr Ligue 1,33-134,1992.0,23.5,0,0,0,,0.0,0.0,,,0,0,1771,gf GUF,GK,fr Ligue 1,33-134,1992.0,24,2114,88,90.3,23.5,24,88.0,23,0,,0,0.79,18,32,-14,-0.6,0.6,1416,gf GUF,GK,fr Ligue 1,33-134,1992.0,23.5,0,1,0,1,6,0,0,0,2,0
Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,35.0,1990.0,24,24,2158,24.0,0,0,0,0,0,0,3,0,0.0,78.0,pt POR,GK,fr Ligue 1,35-167,1990.0,24.0,24.0,2158.0,24.0,40.0,1.67,112.0,75.0,67.0,4.0,4.0,16.0,4.0,16.7,3.0,3.0,0.0,0.0,1453,pt POR,GK,fr Ligue 1,35-167,1990.0,24.0,0,1,0,0.0,0.04,0.0,0.0,,0,0,1820,pt POR,GK,fr Ligue 1,35-167,1990.0,24,2158,90,95.9,24.0,24,90.0,23,0,,0,0.67,21,41,-20,-0.83,-0.83,1453,pt POR,GK,fr Ligue 1,35-167,1990.0,24.0,3,0,0,0,13,0,0,1,1,0
Pau López,es ESP,GK,Real Betis,es La Liga,31.0,1994.0,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,79.0,es ESP,GK,es La Liga,31-094,1994.0,8.0,8.0,720.0,8.0,9.0,1.13,33.0,25.0,72.7,4.0,2.0,2.0,2.0,25.0,1.0,0.0,1.0,0.0,1464,es ESP,GK,es La Liga,31-094,1994.0,8.0,0,0,0,,0.0,0.0,,,0,0,1833,es ESP,GK,es La Liga,31-094,1994.0,8,720,90,28.6,8.0,8,90.0,8,0,,14,1.75,12,9,3,0.37,0.13,1464,es ESP,GK,es La Liga,31-094,1994.0,8.0,1,0,0,0,2,0,0,0,0,0
Mike Maignan,fr FRA,GK,Milan,it Serie A,30.0,1995.0,28,28,2485,27.6,0,0,0,0,0,0,3,0,0.0,80.0,fr FRA,GK,it Serie A,30-257,1995.0,28.0,28.0,2485.0,27.6,21.0,0.76,89.0,74.0,80.9,16.0,9.0,3.0,12.0,42.9,7.0,4.0,2.0,1.0,1516,fr FRA,GK,it Serie A,30-257,1995.0,27.6,0,0,0,,0.0,0.0,,,0,0,1898,fr FRA,GK,it Serie A,30-257,1995.0,28,2485,89,95.2,27.6,28,89.0,27,0,,0,2.04,40,21,19,0.69,-2.19,1516,fr FRA,GK,it Serie A,30-257,1995.0,27.6,3,0,0,0,6,0,0,1,0,0
Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,26.0,1999.0,10,10,864,9.6,0,0,0,0,0,0,0,1,0.0,81.0,pl POL,GK,fr Ligue 1,26-121,1999.0,10.0,10.0,864.0,9.6,18.0,1.87,43.0,26.0,60.5,1.0,4.0,5.0,3.0,30.0,1.0,1.0,0.0,0.0,1521,pl POL,GK,fr Ligue 1,26-121,1999.0,9.6,0,0,0,,0.0,0.0,,,0,0,1903,pl POL,GK,fr Ligue 1,26-121,1999.0,10,864,86,36.9,9.6,10,86.0,9,0,,10,0.7,9,15,-6,-0.62,-0.87,1521,pl POL,GK,fr Ligue 1,26-121,1999.0,9.6,0,1,0,1,1,0,0,0,0,0
Pape Mamadou Sy,sn SEN,GK,Metz,fr Ligue 1,28.0,1997.0,1,1,76,0.8,0,0,0,0,0,0,0,0,0.0,82.0,sn SEN,GK,fr Ligue 1,28-319,1997.0,1.0,1.0,76.0,0.8,4.0,4.74,8.0,4.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1538,sn SEN,GK,fr Ligue 1,28-319,1997.0,0.8,0,0,0,,0.0,0.0,,,0,0,1922,sn SEN,GK,fr Ligue 1,28-319,1997.0,1,76,76,3.2,0.8,1,76.0,0,0,,9,0.0,0,4,-4,-4.74,-3.5,1538,sn SEN,GK,fr Ligue 1,28-319,1997.0,0.8,0,0,0,0,1,0,0,0,0,0
Josep Martinez,es ESP,GK,Inter,it Serie A,27.0,1998.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,85.0,es ESP,GK,it Serie A,27-294,1998.0,2.0,2.0,180.0,2.0,1.0,0.5,5.0,4.0,80.0,2.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,1584,es ESP,GK,it Serie A,27-294,1998.0,2.0,0,0,0,,0.0,0.0,,,0,0,1985,es ESP,GK,it Serie A,27-294,1998.0,2,180,90,6.9,2.0,2,90.0,2,0,,23,3.0,4,1,3,1.5,0.06,1584,es ESP,GK,it Serie A,27-294,1998.0,2.0,0,0,0,0,0,0,0,0,0,0
Alex Meret,it ITA,GK,Napoli,it Serie A,28.0,1997.0,9,9,810,9.0,0,1,1,0,0,0,1,0,0.11,86.0,it ITA,GK,it Serie A,28-360,1997.0,9.0,9.0,810.0,9.0,12.0,1.33,27.0,17.0,63.0,7.0,0.0,2.0,2.0,22.2,2.0,2.0,0.0,0.0,1655,it ITA,GK,it Serie A,28-360,1997.0,9.0,0,0,0,,0.0,0.0,,,0,0,2074,it ITA,GK,it Serie A,28-360,1997.0,9,810,90,31.0,9.0,9,90.0,9,0,,8,2.33,16,12,4,0.44,-0.11,1655,it ITA,GK,it Serie A,28-360,1997.0,9.0,1,0,0,1,1,0,0,0,0,0
Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,29.0,1997.0,20,20,1800,20.0,0,0,0,0,0,0,0,0,0.0,87.0,rs SRB,GK,it Serie A,29-025,1997.0,20.0,20.0,1800.0,20.0,18.0,0.9,49.0,37.0,71.4,11.0,5.0,4.0,7.0,35.0,6.0,4.0,2.0,0.0,1674,rs SRB,GK,it Serie A,29-025,1997.0,20.0,0,0,0,,0.0,0.0,,,0,0,2102,rs SRB,GK,it Serie A,29-025,1997.0,20,1800,90,69.0,20.0,20,90.0,20,0,,7,1.9,29,18,11,0.55,0.11,1674,rs SRB,GK,it Serie A,29-025,1997.0,20.0,0,0,0,1,3,0,0,0,0,0
